title,date,link,weekendRevenue,weekendScreens,firstRevenue,firstScreens,multipleTables
Children of Paradise (2012 re-release),3/9/2012,/movies/?id=childrenofparadise.htm,"$11,700",2,-3,-4,False
Good for Nothing,3/9/2012,/movies/?id=goodfornothing.htm,-1,-2,-3,-4,False
Silent House,3/9/2012,/movies/?id=silenthouse.htm,"$7,241,600","2,124","$2,896,200","2,124",False
Salmon Fishing in the Yemen,3/9/2012,/movies/?id=salmonfishing.htm,"$245,600",18,"$62,900",18,False
Jiro Dreams of Sushi,3/9/2012,/movies/?id=jirodreamsofsushi.htm,"$45,700",2,-3,-4,False
Sound of Noise,3/9/2012,/movies/?id=soundofnoise.htm,"$6,400",3,-3,-4,False
Apart (2012),3/9/2012,/movies/?id=apart2012.htm,"$3,400",2,-3,-4,False
The Decoy Bride,3/9/2012,/movies/?id=decoybride.htm,$600,1,-3,-4,False
John Carter,3/9/2012,/movies/?id=johncarterofmars.htm,"$32,809,500","3,749","$10,666,800","3,749",False
Untitled Wreck-It Ralph Sequel,3/9/2018,/movies/?id=wreckitralph2.htm,-1,-2,-3,-4,False
Tulpan,4/1/2009,/movies/?id=tulpan.htm,"$9,900",1,-3,-4,False
Wretches & Jabberers,4/1/2011,/movies/?id=wretchesandjabberers.htm,-1,-2,-3,-4,False
Game (2011),4/1/2011,/movies/?id=game2011.htm,"$89,500",63,-3,-4,False
Cat Run,4/1/2011,/movies/?id=catrun.htm,"$32,000(Estimate)",103,-3,-4,False
Circo,4/1/2011,/movies/?id=circo.htm,"$5,800",1,-3,-4,False
In a Better World,4/1/2011,/movies/?id=inabetterworld.htm,"$35,300",4,-3,-4,False
Trust (2011),4/1/2011,/movies/?id=trust2011.htm,"$62,200",28,-3,-4,False
Hop,4/1/2011,/movies/?id=ihop.htm,"$40,105,600","3,579","$12,310,800","3,579",False
The Last Godfather,4/1/2011,/movies/?id=lastgodfather.htm,"$108,700",58,"$29,700",58,False
Super,4/1/2011,/movies/?id=super2011.htm,"$49,700",11,-3,-4,False
Source Code,4/1/2011,/movies/?id=sourcecode.htm,"$15,822,800","2,961","$5,398,300","2,961",False
Wrecked,4/1/2011,/movies/?id=wrecked.htm,"$2,200",1,-3,-4,False
Insidious,4/1/2011,/movies/?id=insidious.htm,"$14,177,100","2,408","$5,102,800","2,408",False
The King's Speech (PG-13),4/1/2011,/movies/?id=kingsspeechpg13.htm,"$1,210,500","1,011","$369,200","1,011",False
Queen to Play,4/1/2011,/movies/?id=queentoplay.htm,"$30,000",6,-3,-4,False
Rubber,4/1/2011,/movies/?id=rubber.htm,"$17,500",5,-3,-4,False
Woman in Gold,4/1/2015,/movies/?id=womaningold.htm,"$2,091,600",258,"$51,500",28,False
Vaxxed: From Cover-Up to Catastrophe,4/1/2016,/movies/?id=vaxxed.htm,"$27,900",1,"$7,600",1,False
Chongqing Hot Pot,4/1/2016,/movies/?id=chongqinghotpot.htm,"$199,200",20,-3,-4,False
Catching the Sun,4/1/2016,/movies/?id=catchingthesun.htm,-1,-2,-3,-4,False
Sold,4/1/2016,/movies/?id=sold.htm,"$5,000",1,"$3,200",1,False
DONGJU: The Portrait of a Poet,4/1/2016,/movies/?id=dongju.htm,"$17,500",5,-3,-4,False
Natural Born Pranksters,4/1/2016,/movies/?id=naturalbornpranksters.htm,-1,-2,-3,-4,False
The Dark Horse,4/1/2016,/movies/?id=thedarkhorse.htm,"$8,000",2,-3,-4,False
Standing Tall (La tete haute),4/1/2016,/movies/?id=standingtall.htm,"$7,400",2,$900,2,False
Saturday's Warrior,4/1/2016,/movies/?id=saturdayswarrior.htm,"$94,700",9,"$56,100",9,False
Marinoni: The Fire in the Frame,4/1/2016,/movies/?id=marinoni.htm,$500,2,-3,-4,False
God's Not Dead 2,4/1/2016,/movies/?id=godsnotdead2.htm,"$7,518,900","2,419","$2,893,200","2,419",False
Miles Ahead,4/1/2016,/movies/?id=milesahead.htm,"$113,000",4,-3,-4,False
Kill Your Friends,4/1/2016,/movies/?id=killyourfriends.htm,-1,-2,-3,-4,False
The Girl In The Photographs,4/1/2016,/movies/?id=thegirlinthephotographs.htm,-1,-2,-3,-4,False
Meet the Blacks,4/1/2016,/movies/?id=meettheblacks.htm,"$4,000,200","1,015","$1,406,500","1,015",False
Next Time I'll Aim for the Heart,4/1/2016,/movies/?id=nexttimeillaimfortheheart.htm,$300,1,-3,-4,False
"Kill Me, Deadly",4/1/2016,/movies/?id=killmedeadly.htm,"$11,400",2,-3,-4,False
Ki & Ka,4/1/2016,/movies/?id=kiandka.htm,"$532,100",148,-3,-4,False
Francofonia,4/1/2016,/movies/?id=francofonia.htm,"$21,800",2,-3,-4,False
Observe and Report,4/10/2009,/movies/?id=observeandreport.htm,"$12,715,700","2,727","$5,458,300","2,727",False
Hannah Montana The Movie,4/10/2009,/movies/?id=hannahmontanamovie.htm,"$37,307,500","3,118","$20,124,000","3,118",False
In a Dream,4/10/2009,/movies/?id=inadream.htm,"$6,100",1,-3,-4,False
Dragonball Evolution,4/10/2009,/movies/?id=dragonball.htm,"$5,489,700","2,181","$2,509,900","2,181",False
Tera Mera Ki Rishta,4/10/2009,/movies/?id=teramerakirishta.htm,"$125,500",17,-3,-4,False
Monster Beach Party,4/10/2009,/movies/?id=monsterbeachparty.htm,"$4,300",2,-3,-4,False
The Mysteries of Pittsburgh,4/10/2009,/movies/?id=mysteriesofpittsburgh.htm,"$43,400",20,-3,-4,False
Royal Kill,4/10/2009,/movies/?id=royalkill.htm,"$30,300",5,"$9,700",5,False
Anvil! The Story of Anvil,4/10/2009,/movies/?id=anvil.htm,"$40,000",3,-3,-4,False
Winter of Frozen Dreams,4/10/2009,/movies/?id=winteroffrozendreams.htm,"$4,200",1,-3,-4,False
Black Souls (Anime Nere),4/10/2015,/movies/?id=blacksouls(animenere).htm,"$6,300",2,"$1,900",8,False
Clouds of Sils Maria,4/10/2015,/movies/?id=cloudsofsilsmaria.htm,"$61,800",3,-3,-4,False
Desert Dancer,4/10/2015,/movies/?id=desertdancer.htm,"$40,800",23,"$13,500",23,False
Rebels of the Neon God,4/10/2015,/movies/?id=rebelsoftheneongod.htm,"$2,800",2,-3,-4,False
Kill Me Three Times,4/10/2015,/movies/?id=killmethreetimes.htm,"$15,500",16,-3,-4,False
Salut D'Amour,4/10/2015,/movies/?id=salutdamour.htm,"$6,500",1,-3,-4,False
Dior and I,4/10/2015,/movies/?id=diorandi.htm,"$45,800",2,-3,-4,False
Wa-shoku: Beyond Sushi,4/10/2015,/movies/?id=washoku.htm,"$5,600",1,"$1,000",1,False
The Sisterhood of Night,4/10/2015,/movies/?id=sisterhoodofnight.htm,"$5,300",10,"$2,500",10,False
The Longest Ride,4/10/2015,/movies/?id=thelongestride.htm,"$13,019,700","3,366","$5,514,200","3,366",False
Lost River,4/10/2015,/movies/?id=lostriver.htm,"$20,800",3,"$10,600",3,False
Ex Machina,4/10/2015,/movies/?id=exmachina.htm,"$237,300",4,"$1,703,200","1,255",False
Untitled Universal Event Film (2020),4/10/2020,/movies/?id=universalevent2020.htm,-1,-2,-3,-4,False
Rock the Bells,4/11/2007,/movies/?id=rockthebells.htm,"$1,700",1,-3,-4,False
Refusenik,4/11/2008,/movies/?id=refusenik.htm,"$4,300",2,-3,-4,False
Bra Boys,4/11/2008,/movies/?id=braboys.htm,"$54,700",23,"$1,700",13,False
Dark Matter,4/11/2008,/movies/?id=darkmatter.htm,"$10,400",2,-3,-4,False
The Dhamma Brothers,4/11/2008,/movies/?id=dhammabrothers.htm,"$4,400",1,"$2,000",1,False
Emma Smith: My Story,4/11/2008,/movies/?id=emmasmith.htm,"$113,900",41,-3,-4,False
U Me Aur Hum,4/11/2008,/movies/?id=umeaurhum.htm,"$771,000",89,-3,-4,False
The Visitor,4/11/2008,/movies/?id=visitor08.htm,"$103,700",4,"$25,300",4,False
Street Kings,4/11/2008,/movies/?id=streetkings.htm,"$14,953,100","2,467","$5,252,700","2,467",False
Remember the Daze,4/11/2008,/movies/?id=rememberthedaze.htm,-1,-2,-3,-4,False
Smart People,4/11/2008,/movies/?id=smartpeople.htm,"$4,907,500","1,106","$1,558,700","1,106",False
Prom Night (2008),4/11/2008,/movies/?id=promnight07.htm,"$24,948,500","2,700","$11,421,400","2,700",False
Krazzy 4,4/11/2008,/movies/?id=krazzy4.htm,"$386,600",59,-3,-4,False
Never Forever,4/11/2008,/movies/?id=neverforever.htm,"$7,800",2,-3,-4,False
Post Mortem,4/11/2012,/movies/?id=postmortem.htm,"$2,600",1,-3,-4,False
The Graduate: 45th Anniversary Reunion,4/11/2012,/movies/?id=graduate2012.htm,"$6,100",1,$800,1,False
Draft Day,4/11/2014,/movies/?id=draftday.htm,"$10,112,500","2,781","$3,678,800","2,781",False
Oculus,4/11/2014,/movies/?id=oculus.htm,"$12,408,900","2,648","$5,133,900","2,648",False
Cuban Fury,4/11/2014,/movies/?id=cubanfury.htm,"$59,000",79,"$18,300",79,False
Redwood Highway,4/11/2014,/movies/?id=redwoodhighway.htm,n/a,1,-3,-4,False
Joe (2014),4/11/2014,/movies/?id=joe2014.htm,"$109,400",48,"$30,500",48,False
Rio 2,4/11/2014,/movies/?id=rio2.htm,"$40,649,800","3,948","$12,411,000","3,948",False
The Butterfly Room,4/11/2014,/movies/?id=butterflyroom.htm,"$1,100",1,-3,-4,False
Only Lovers Left Alive,4/11/2014,/movies/?id=onlyloversleftalive.htm,"$90,900",4,-3,-4,False
The Railway Man,4/11/2014,/movies/?id=railwayman.htm,"$63,900",4,"$18,700",4,False
Hank and Asha,4/11/2014,/movies/?id=hankandasha.htm,"$6,400",1,-3,-4,False
Dancing in Jaffa,4/11/2014,/movies/?id=dancinginjaffa.htm,"$10,900",2,-3,-4,False
Hateship Loveship,4/11/2014,/movies/?id=hateshiploveship.htm,"$6,200",1,-3,-4,False
Scary Movie 5,4/12/2013,/movies/?id=scarymovie5.htm,"$14,545,900","3,402","$5,667,300","3,402",False
42,4/12/2013,/movies/?id=42.htm,"$28,241,600","3,003","$9,310,500","3,003",False
The Angels' Share,4/12/2013,/movies/?id=angelsshare.htm,"$19,400",3,-3,-4,False
It's a Disaster,4/12/2013,/movies/?id=itsadisaster.htm,"$15,700",3,-3,-4,False
Into the White,4/12/2013,/movies/?id=intothewhite.htm,$100,1,-3,-4,False
Not Today,4/12/2013,/movies/?id=nottoday.htm,"$99,000",41,"$39,700",41,False
To The Wonder,4/12/2013,/movies/?id=tothewonder.htm,"$119,700",17,-3,-4,False
American Meat,4/12/2013,/movies/?id=americanmeat.htm,"$7,900",1,-3,-4,False
Fists of Legend,4/12/2013,/movies/?id=fistsoflegend.htm,"$50,600",23,-3,-4,False
Disconnect,4/12/2013,/movies/?id=disconnect.htm,"$127,400(Estimate)",15,-3,-4,False
Gifted,4/12/2017,/movies/?id=gifted.htm,-1,-2,-3,-4,False
Untitled Disneytoon Movie (2019),4/12/2019,/movies/?id=disneytoon2019.htm,-1,-2,-3,-4,False
Perfect Stranger,4/13/2007,/movies/?id=perfectstranger.htm,"$14,024,000","2,661","$4,835,800","2,661",False
The Glamorous Life of Sachiko Hanai,4/13/2007,/movies/?id=glamorouslifeofsachikohanai.htm,"$2,200",1,-3,-4,False
Lonely Hearts,4/13/2007,/movies/?id=lonelyhearts.htm,"$100,600",23,-3,-4,False
Everything's Gone Green,4/13/2007,/movies/?id=everythingsgonegreen.htm,"$4,300",1,-3,-4,False
Slow Burn,4/13/2007,/movies/?id=slowburn.htm,"$973,800","1,163","$322,100","1,163",False
Aqua Teen Hunger Force Colon Movie Film for Theaters,4/13/2007,/movies/?id=aquateenhungerforce.htm,"$3,760,800",877,"$1,787,100",877,False
Disturbia,4/13/2007,/movies/?id=disturbia.htm,"$27,813,500","2,925","$11,060,800","2,925",False
Pathfinder: Legend of the Ghost Warrior,4/13/2007,/movies/?id=pathfinder.htm,"$6,258,800","1,720","$2,128,600","1,720",False
Year of the Dog,4/13/2007,/movies/?id=yearofthedog.htm,"$135,400",7,"$38,000",7,False
Dreaming Lhasa,4/13/2007,/movies/?id=dreaminglhasa.htm,"$7,600",1,-3,-4,False
Private Fears in Public Places,4/13/2007,/movies/?id=privatefearsinpublic.htm,"$18,000",2,-3,-4,False
Redline,4/13/2007,/movies/?id=redline.htm,"$4,958,700","1,607","$1,914,500","1,607",False
Red Road,4/13/2007,/movies/?id=redroad.htm,"$21,300",3,-3,-4,False
A Screaming Man,4/13/2011,/movies/?id=ascreamingman.htm,"$2,600",1,-3,-4,False
Bully (PG-13),4/13/2012,/movies/?id=bullypg13.htm,"$567,700",158,"$170,500",158,False
Badass,4/13/2012,/movies/?id=badass.htm,-1,-2,-3,-4,False
Unraveled,4/13/2012,/movies/?id=unraveled.htm,"$9,500",2,-3,-4,False
Lockout,4/13/2012,/movies/?id=lockout.htm,"$6,607,900","2,308","$2,356,300","2,308",False
The Lady,4/13/2012,/movies/?id=lady2011.htm,-1,-2,-3,-4,False
A Simple Life,4/13/2012,/movies/?id=simplelife.htm,"$46,000",9,-3,-4,False
Here (2012),4/13/2012,/movies/?id=here2012.htm,"$8,400",1,-3,-4,False
The Three Stooges,4/13/2012,/movies/?id=threestooges.htm,"$18,036,600","3,477","$5,960,600","3,477",False
Monsieur Lazhar (U.S.-only),4/13/2012,/movies/?id=monsieurlazhar.htm,"$119,000",19,-3,-4,False
L!fe Happens,4/13/2012,/movies/?id=lifehappens.htm,"$21,400",16,-3,-4,False
The Cabin in the Woods,4/13/2012,/movies/?id=cabininthewoods.htm,"$15,633,300","2,811","$5,875,200","2,811",False
Touchback,4/13/2012,/movies/?id=touchback.htm,"$71,000",50,"$23,100",50,False
Blue Like Jazz,4/13/2012,/movies/?id=bluelikejazz.htm,"$277,000",136,"$113,000",136,False
Woman Thou Art Loosed!: On the 7th Day,4/13/2012,/movies/?id=womanthouartloosed2.htm,"$680,300",102,"$231,600",102,False
Hit So Hard,4/13/2012,/movies/?id=hitsohard.htm,"$6,900(Estimate)",1,-3,-4,False
How to Grow a Band,4/13/2012,/movies/?id=howtogrowaband.htm,"$6,000",1,-3,-4,False
Untitled Universal Monsters Franchise Film (2018),4/13/2018,/movies/?id=monster2017.htm,-1,-2,-3,-4,False
Spark,4/14/2017,/movies/?id=spark17.htm,-1,-2,-3,-4,False
Tommy's Honour,4/14/2017,/movies/?id=tommyshonour.htm,-1,-2,-3,-4,False
Fast 8,4/14/2017,/movies/?id=furious8.htm,-1,-2,-3,-4,False
Rio,4/15/2011,/movies/?id=rio.htm,"$41,902,700","3,826","$11,051,200","3,826",False
Scream 4,4/15/2011,/movies/?id=scream4.htm,"$19,967,600","3,305","$8,803,600","3,305",False
The Imperialists Are Still Alive!,4/15/2011,/movies/?id=imperialists.htm,"$3,000",1,-3,-4,False
Armadillo,4/15/2011,/movies/?id=armadillo.htm,"$4,200",1,-3,-4,False
The Princess of Montpensier,4/15/2011,/movies/?id=princessofmontpensier.htm,"$25,100",3,-3,-4,False
Atlas Shrugged: Part I,4/15/2011,/movies/?id=atlasshrugged.htm,"$1,801,400",299,"$720,000",299,False
The Double Hour,4/15/2011,/movies/?id=doublehour.htm,"$32,300",2,-3,-4,False
The Tenant (2011),4/15/2011,/movies/?id=tenant11.htm,$800,1,-3,-4,False
Dumbstruck,4/15/2011,/movies/?id=dumbstruck.htm,"$1,000",1,-3,-4,False
The Conspirator,4/15/2011,/movies/?id=conspirator.htm,"$3,745,900",707,"$1,174,800",707,False
Roar!,4/15/2015,/movies/?id=roar.htm,"$15,100",5,$800,9,False
"Rio, I Love You",4/15/2016,/movies/?id=rioiloveyou.htm,-1,-2,-3,-4,False
Green Room,4/15/2016,/movies/?id=greenroom.htm,"$86,800",3,"$317,500",470,False
Fan,4/15/2016,/movies/?id=fan16.htm,"$1,363,900",307,"$474,500",307,False
Barbershop: The Next Cut,4/15/2016,/movies/?id=barbershop3.htm,"$19,964,200","2,661","$6,921,100","2,661",False
The Measure of a Man,4/15/2016,/movies/?id=measureofaman.htm,"$9,900",2,-3,-4,False
Criminal (2016),4/15/2016,/movies/?id=criminal2015.htm,"$5,688,000","2,683","$2,021,200","2,683",False
Wedding Doll,4/15/2016,/movies/?id=weddingdoll.htm,"$2,700",3,-3,-4,False
Gridiron Heroes,4/15/2016,/movies/?id=gridironheroes.htm,"$1,800",3,-3,-4,False
Los Sures,4/15/2016,/movies/?id=lossures.htm,"$25,700",1,-3,-4,False
In Harmony,4/15/2016,/movies/?id=inharmony.htm,$800,1,-3,-4,False
Time Renegades,4/15/2016,/movies/?id=timerenegades.htm,"$6,000",1,-3,-4,False
Above and Below,4/15/2016,/movies/?id=aboveandbelow.htm,-1,-2,-3,-4,False
Our Last Tango,4/15/2016,/movies/?id=ourlasttango.htm,"$6,500",1,-3,-4,False
"New York, New York (2016)",4/15/2016,/movies/?id=newyorknewyork16.htm,"$41,700",16,-3,-4,False
Revelation: Dawn of Global Government,4/15/2016,/movies/?id=revelationdawn.htm,"$14,800",2,-3,-4,False
Colonia,4/15/2016,/movies/?id=colonia.htm,-1,-2,-3,-4,False
Sing Street,4/15/2016,/movies/?id=singstreet.htm,"$62,700",5,"$18,300",5,False
The First Monday in May,4/15/2016,/movies/?id=thefirstmondayinmay.htm,"$97,900",20,-3,-4,False
The Jungle Book (2016),4/15/2016,/movies/?id=junglebook2015.htm,"$101,842,100","4,028","$31,573,300","4,028",False
Adderall Diaries,4/15/2016,/movies/?id=adderalldiaries.htm,"$5,400",30,-3,-4,False
The Cartel,4/16/2010,/movies/?id=cartel.htm,"$4,000",2,-3,-4,False
Exit Through the Gift Shop,4/16/2010,/movies/?id=exitthroughthegiftshop.htm,"$186,600",8,-3,-4,False
The Perfect Game,4/16/2010,/movies/?id=perfectgame.htm,"$559,100",417,"$148,600",417,False
Nobody's Perfect,4/16/2010,/movies/?id=nobodysperfect.htm,$600,1,-3,-4,False
Kick-Ass,4/16/2010,/movies/?id=kickass.htm,"$21,665,600","3,065","$8,366,300","3,065",False
Death at a Funeral (2010),4/16/2010,/movies/?id=deathatafuneral10.htm,"$17,719,900","2,459","$6,061,000","2,459",False
No One Knows About Persian Cats,4/16/2010,/movies/?id=nooneknowsaboutpersiancats.htm,"$9,700",2,-3,-4,False
The City of Your Final Destination,4/16/2010,/movies/?id=cityofyourfinaldestination.htm,"$26,700",1,-3,-4,False
Handsome Harry,4/16/2010,/movies/?id=handsomeharry.htm,"$14,800(Estimate)",4,-3,-4,False
The Secret in Their Eyes,4/16/2010,/movies/?id=secretintheireyes.htm,"$183,400",10,-3,-4,False
The Joneses,4/16/2010,/movies/?id=joneses.htm,"$556,900",193,"$167,900",193,False
Antboy,4/16/2014,/movies/?id=antboy.htm,-1,-2,-3,-4,False
Heaven is for Real,4/16/2014,/movies/?id=heavenisforreal.htm,"$23,279,300","2,417","$3,827,600","2,417",False
Is Anybody There?,4/17/2009,/movies/?id=isanybodythere.htm,"$53,300",6,"$12,300",6,False
The Golden Boys,4/17/2009,/movies/?id=goldenboys.htm,"$21,200",20,"$6,300",20,False
American Violet,4/17/2009,/movies/?id=americanviolet.htm,"$280,600",61,-3,-4,False
Lemon Tree,4/17/2009,/movies/?id=lemontree.htm,"$16,900",2,-3,-4,False
Every Little Step,4/17/2009,/movies/?id=everylittlestep.htm,"$79,100",8,-3,-4,False
"Leon Morin, Priest",4/17/2009,/movies/?id=leonmorinpriest.htm,"$11,000",1,"$2,900",1,False
Crank: High Voltage,4/17/2009,/movies/?id=crank2.htm,"$8,037,000","2,223","$3,118,500","2,223",False
Sleep Dealer,4/17/2009,/movies/?id=sleepdealer.htm,"$40,500",18,-3,-4,False
Gooby,4/17/2009,/movies/?id=gooby.htm,$800,5,-3,-4,False
State of Play,4/17/2009,/movies/?id=stateofplay.htm,"$16,240,400","2,803","$5,289,600","2,803",False
17 Again,4/17/2009,/movies/?id=17again.htm,"$27,379,200","3,255","$10,868,900","3,255",False
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,4/17/2013,/movies/?id=rickyjay.htm,"$14,200",1,-3,-4,False
Full Moon in Paris,4/17/2015,/movies/?id=fullmooninparis.htm,"$5,000",1,-3,-4,False
True Story,4/17/2015,/movies/?id=truestory.htm,"$1,950,200",831,"$677,400",831,False
Alex of Venice,4/17/2015,/movies/?id=alexofvenice.htm,-1,-2,-3,-4,False
Monkey Kingdom,4/17/2015,/movies/?id=monkeykingdom.htm,"$4,577,900","2,012","$1,549,600","2,012",False
Felix and Meira,4/17/2015,/movies/?id=felixandmeira.htm,"$15,000(Estimate)",1,-3,-4,False
Tangerines,4/17/2015,/movies/?id=tangerines.htm,"$5,200",1,$700,1,False
Beyond the Reach,4/17/2015,/movies/?id=beyondthereach.htm,"$30,300",27,"$12,000",27,False
Paul Blart: Mall Cop 2,4/17/2015,/movies/?id=paulblart2.htm,"$23,762,400","3,633","$7,293,700","3,633",False
Twenty (2015),4/17/2015,/movies/?id=twenty2015.htm,"$24,800",16,-3,-4,False
1915,4/17/2015,/movies/?id=1915.htm,"$30,400",8,-3,-4,True
Unfriended,4/17/2015,/movies/?id=cybernatural.htm,"$15,845,100","2,739","$6,820,100","2,739",False
The Road Within,4/17/2015,/movies/?id=roadwithin.htm,-1,-2,-3,-4,False
Antarctic Edge,4/17/2015,/movies/?id=antarcticedge.htm,"$3,100",1,-3,-4,False
Mr. X,4/17/2015,/movies/?id=mrx.htm,"$30,100",52,"$8,600",52,False
Monsters: Dark Continent,4/17/2015,/movies/?id=monsters2.htm,-1,-2,-3,-4,False
The Dead Lands,4/17/2015,/movies/?id=deadlands.htm,"$1,300",3,-3,-4,False
Child 44,4/17/2015,/movies/?id=child44.htm,"$621,800",510,"$226,300",510,False
El Nino,4/17/2015,/movies/?id=elnino.htm,$200,1,-3,-4,False
From the East,4/17/2016,/movies/?id=fromtheeast.htm,$600,1,$600,1,False
Syndromes and a Century,4/18/2007,/movies/?id=syndromesandacentury.htm,"$6,900",2,-3,-4,False
The First Saturday in May,4/18/2008,/movies/?id=firstsaturdayinmay.htm,"$65,400",20,"$5,200",20,False
Kiss the Bride,4/18/2008,/movies/?id=kissthebride.htm,"$10,600",5,-3,-4,False
Constantine's Sword,4/18/2008,/movies/?id=constantinessword.htm,"$12,100",2,-3,-4,False
The Life Before Her Eyes,4/18/2008,/movies/?id=lifebeforehereyes.htm,"$24,200",8,-3,-4,False
Pathology,4/18/2008,/movies/?id=pathology.htm,"$65,000",46,"$22,600",46,False
Glass: A Portrait of Philip in Twelve Parts,4/18/2008,/movies/?id=glass08.htm,"$6,700",1,-3,-4,False
Expelled: No Intelligence Allowed,4/18/2008,/movies/?id=expelled.htm,"$3,562,500","1,052","$1,449,500","1,052",False
Anamorph,4/18/2008,/movies/?id=anamorph.htm,"$3,700",1,-3,-4,False
Dog Days of Summer,4/18/2008,/movies/?id=dogdaysofsummer.htm,"$3,600",1,-3,-4,False
The Forbidden Kingdom,4/18/2008,/movies/?id=forbiddenkingdom.htm,"$25,663,500","3,151","$9,285,800","3,151",False
Where in the World Is Osama Bin Laden?,4/18/2008,/movies/?id=whereintheworldisosamabinladen.htm,"$178,300",102,"$52,800",102,False
88 Minutes,4/18/2008,/movies/?id=88minutes.htm,"$8,342,800","2,168","$2,842,500","2,168",False
Forgetting Sarah Marshall,4/18/2008,/movies/?id=forgettingsarahmarshall.htm,"$21,255,600","2,798","$7,247,400","2,798",False
Transcendence,4/18/2014,/movies/?id=transcendence.htm,"$11,252,300","3,455","$4,975,200","3,455",False
Half the Road,4/18/2014,/movies/?id=halftheroad.htm,"$1,700",2,-3,-4,False
The Final Member,4/18/2014,/movies/?id=finalmember.htm,"$2,100",7,-3,-4,False
A Haunted House 2,4/18/2014,/movies/?id=hauntedhouse2.htm,"$9,141,100","2,310","$4,181,200","2,310",False
Tasting Menu,4/18/2014,/movies/?id=tastingmenu.htm,"$6,200",5,-3,-4,False
Bears,4/18/2014,/movies/?id=bears.htm,"$4,936,800","1,720","$2,389,400","1,720",False
2 States,4/18/2014,/movies/?id=2states.htm,"$1,110,000",135,"$373,500",135,False
Godzilla: The Japanese Original,4/18/2014,/movies/?id=godzillaoriginal.htm,"$11,300",1,"$4,600",1,False
Make Your Move,4/18/2014,/movies/?id=makeyourmove.htm,"$83,900",142,"$31,100",142,False
That Demon Within,4/18/2014,/movies/?id=thatdemonwithin.htm,"$79,700",12,-3,-4,False
Manakamana,4/18/2014,/movies/?id=manakamana.htm,"$3,800",1,-3,-4,False
Kid Cannabis,4/18/2014,/movies/?id=kidcannabis.htm,"$5,800",1,-3,-4,False
13 Sins,4/18/2014,/movies/?id=13sins.htm,"$9,600",45,"$3,400",45,False
Gabrielle (2014),4/18/2014,/movies/?id=gabrielle2014.htm,"$3,100",1,"$1,100",1,False
Fading Gigolo,4/18/2014,/movies/?id=fadinggigolo.htm,"$186,900",5,-3,-4,False
Herman's House,4/19/2013,/movies/?id=hermanshouse.htm,"$3,600",1,-3,-4,False
In the House,4/19/2013,/movies/?id=inthehouse.htm,"$32,300",3,-3,-4,False
Filly Brown,4/19/2013,/movies/?id=fillybrown.htm,"$1,518,900",188,"$695,300",188,False
The Lords of Salem,4/19/2013,/movies/?id=lordsofsalem.htm,"$660,600",354,"$293,100",354,False
